org_juridica,categoria,fecha_matricula,razon_social,tipo_identificacion,numero_identificacion,actividad_economica,actividad_economica2,actividad_economica3,actividad_economica4,desc_tamano_empresa,departamento,municipio,direccion_comercial,correo_comercial,rep_legal
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-01,SISTEMAS DE INTEGRACION EN PLASTICOS S.A.S,NIT,901003427,Fabricación de artículos de plástico n.c.p.,Fabricación de partes piezas (autopartes) y accesorios (lujos) para vehículos automotores,Actividades de administración empresarial,,MEDIANA,ANTIOQUIA,RIONEGRO,VEREDA CHACHAFRUTO R,administracion@si-3.tech,HAMID BLAIR JUAN ALEJANDRO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-29,DLA PIPER MARTINEZ BELTRAN ABOGADOS S A S,NIT,901039685,Actividades jurídicas,Actividades de contabilidad teneduría de libros auditoría financiera y asesoría tributaria,,,GRANDE,BOGOTA,BOGOTA D.C.,CR 7 NO. 71 21 TO B ,cduenas@dlapipermb.com,NESTOR CAMILO MARTINEZ BELTRAN
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-04-19,CONSTRUCTORA ASDELOGY S.A.S.,NIT,900468499,Construcción de edificios residenciales,Actividades inmobiliarias realizadas con bienes propios o arrendados,Manipulación de carga,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 38  9 A 26 C,info@asdelogy.com,CARLOS ANDRES MARTINEZ CARDONA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-01-26,VALID SOLUCOES E SERVICOS DE SECURANCA EM MEIOS DE PAGAMENTO E IDENTIFICACAO,NIT,900930106,Comercio al por mayor no especializado,Otras actividades de servicio de apoyo a las empresas n.c.p.,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),,MEDIANA,BOGOTA,BOGOTA D.C.,AV CALLE 100 NO 19 5,aleyda.obando@valid.com.co,DELIO GERMAN MARTINEZ GONZALEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-05-26,TV COLOMBIA DIGITAL SAS,NIT,900548752,Otras actividades de telecomunicaciones,Actividades de producción de películas cinematográficas videos programas anuncios y comerciales de televisión,Transporte de carga por carretera,,MEDIANA,SANTANDER,BUCARAMANGA,CALLE 108 # 21 - 10 ,fernando.vargas@tvcolombiadigital.com,VARGAS MORENO FERNANDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-12-18,D&A HIERRO FIGURADO SAS,NIT,901139989,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Fabricación de productos metálicos para uso estructural,,,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 8C NO. 82B - 7,dyahierrofigurado@gmail.com,YANIS MAIYELI SALAZAR GOMEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-09-12,PANGEA MTD SAS,NIT,901007920,Publicidad,Actividades de producción de películas cinematográficas videos programas anuncios y comerciales de televisión,,,GRANDE,BOGOTA,BOGOTA D.C.,CR 46 NO. 123 61,camilo.valencia@pangeadigitalmarketing.c,VALENCIA GIRALDO CAMILO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-09,INGENIERIA Y TRANSPORTE MARTINEZ SAS,NIT,900836835,Transporte de carga por carretera,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Construcción de otras obras de ingeniería civil,Actividades inmobiliarias realizadas con bienes propios o arrendados,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 22 A # 83-81 L,ingenieriaytransportemartinez@gmail.com,JAVIER ALONSO MARTINEZ HERRERA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-11-27,OBRASCON HUARTE LAIN S A SUCURSAL COLOMBIA,NIT,900914418,Construcción de carreteras y vías de ferrocarril,Construcción de otras obras de ingeniería civil,,,GRANDE,BOGOTA,BOGOTA D.C.,CR 17 93 - 09 P 8,juridico_col@ohla-colombia.com.co,PEDRO ROMERO GONZALEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-05-11,GUILLERMO HUERTAS & ASOCIADOS SAS,NIT,900969705,Actividades jurídicas,Actividades de consultoría de gestión,,,MEDIANA,BOGOTA,BOGOTA D.C.,CL  19 # 5-30 OF 220,info@ghasociados.com,GUILLERMO HUERTAS BACCA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-08-15,DISTRIACERO NACIONAL SAS,NIT,901106130,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,,,MEDIANA,BOGOTA,BOGOTA D.C.,CARRERA 128 No 15 B ,distriaceronacional@gmail.com,JORGE ENRIQUE PULIDO ACERO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-06-09,AUNARSALUD SERVICIOS INTEGRALES EN SALUD SAS,NIT,900856982,Otras actividades de atención de la salud humana,Actividades de apoyo diagnóstico,Actividades de apoyo terapéutico,,GRANDE,BOGOTA,BOGOTA D.C.,Calle 63 13 34 / 12 ,gerencia@aunarsalud.com,JORGE IVAN PELAEZ GAMBOA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-28,COMERCIALIZADORA MANA RM S.A.S,NIT,901038695,Comercio al por mayor de materias primas agropecuarias animales vivos,Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 17 NO. 59 SUR 56,pieles_arias@hotmail.com,RAFAEL  ARIAS PEÑA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-15,CONGECON S.A.S.,NIT,900938130,Construcción de otras obras de ingeniería civil,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,Transporte de carga por carretera,MEDIANA,ANTIOQUIA,ENVIGADO,CL 49 SUR NO 45A 300,congecon.sas@gmail.com,HERNANDEZ LOPEZ CARLOS ANDRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-15,BICENTENARIO CONSTRUCTORA S.A.S.,NIT,901035219,Construcción de otras obras de ingeniería civil,Transporte de carga por carretera,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,MEDIANA,BOLIVAR,TURBANA,VIA TURBANA TURBACO ,biconstructorasas@gmail.com,SAUL ELIEZER VIZCAYA CUESTA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-05-19,ABASTECEDORA DE FERRETERIAS SAS,NIT,900975111,Comercio al por mayor no especializado,,,,MEDIANA,CUNDINAMARCA,FUNZA,KM 3 VTE SIBERIA - F,a.jimenez@grupotoolcraft.com,JIMENEZ OLARTE ANGELA MARIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-06-09,CS DECOR S.A.S,NIT,901087673,Terminación y acabado de edificios y obras de ingeniería civil,Actividades especializadas de diseño,Reparación de muebles y accesorios para el hogar,Comercio al por mayor de productos textiles productos confeccionados para uso doméstico,MEDIANA,BOGOTA,BOGOTA D.C.,CL 109 NO. 17A 20 PI,csdecordecor@gmail.com,CHERYL STEFANY CAROLINA SANCHEZ GARZON
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-23,SUPERMASTICK S A S,NIT,900842071,Fabricación de pinturas barnices y revestimientos similares tintas para impresión y masillas,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,,,MEDIANA,BOGOTA,BOGOTA D.C.,AV ( CALLE 17 ) NO. ,ycifuentes@supermastick.com,CARLOS AUGUSTO VELASQUEZ ZAPATA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-12-18,OIL COLOMBIAN COMPANY S.A.S,NIT,900919228,Comercio al por mayor de combustibles sólidos líquidos gaseosos y productos conexos,Comercio de motocicletas y de sus partes piezas y accesorios,Mantenimiento y reparación de motocicletas y de sus partes y piezas,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,GRANDE,BOGOTA,BOGOTA D.C.,CRA 99 N° 18 - 14 PI,gerenciaoilcc@gmail.com,ANGELINE ROBLES URIBE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-03-03,SANANDO S.A.S,NIT,820002596,Otras actividades de atención de la salud humana,Comercio al por menor de otros productos nuevos en establecimientos especializados,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 18 NO. 136 A 26,administrador@sanando.com.co,JULIAN ANDRES RONCANCIO MOLANO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-02-26,ORTOPEDICOS FUTURO COLOMBIA S A S,NIT,900824186,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,Comercio al por mayor de prendas de vestir,MEDIANA,BOGOTA,BOGOTA D.C.,CR 14 Nº 79 - 71,jorfre.perez@essity.com,JORFRE ALFONSO PEREZ QUINTERO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-02-13,MENTIUS SAS,NIT,900819785,Actividades de centros de llamadas (call center),Actividades combinadas de servicios administrativos de oficina,Estudios de mercado y realización de encuestas de opinión pública,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,MEDIANA,BOGOTA,BOGOTA D.C.,TV 60 # 127 D - 61,mentius@mentius.com.co,MARIO ALFREDO ARANGUREN MARIÑO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-05-24,CLAREAR INGENIERIA S.A.S.,NIT,800227560,Evacuación y tratamiento de aguas residuales,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,Comercio de vehículos automotores nuevos,Construcción de otras obras de ingeniería civil,MEDIANA,VALLE DEL CAUCA,CANDELARIA,KILOMETRO 4 . 6 VIA ,clarearltda@yahoo.com,FRANCO GOMEZ JORGE LUIS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-03-27,MINA RICCA S.A.S.,NIT,901067131,Actividades posteriores a la cosecha,Cultivo de café,,,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 32 B 10  200,caroposada21@hotmail.com cposada@minarica.co,CAROLINA  POSADA CEBALLOS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-06-08,COMDATA ZF S.A.S.,NIT,901087941,Actividades de centros de llamadas (call center),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de tecnologías de información y actividades de servicios informáticos,,GRANDE,BOGOTA,BOGOTA D.C.,CR 106 NO. 15 A 25 M,notificacionescomerciales_col@comdatagroup.com,CAROLINA CASTAÑO BOADA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-08-01,MYCER S.A.S.,NIT,900995095,Cría de ganado porcino,Extracción de piedra arena arcillas comunes yeso y anhidrita,,,MEDIANA,MAGDALENA,SANTA MARTA,CL 14 12A 13 LC 4,mycer.sas@gmail.com,GOMEZ SOTO ANDRES ESTEBAN
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-10-19,HEALTH & LIFE IPS S A S,NIT,900900122,Actividades de hospitales y clínicas con internación,Otras actividades de atención de la salud humana,Servicios de seguros sociales en riesgos laborales,,GRANDE,BOGOTA,BOGOTA D.C.,Avenida Carrera 68 1,direccion.contabilidad@hlips.com.co,MARIANA  RODRIGUEZ RODRIGUEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-03-30,ORGANIZACION BLESS S.A.S.,NIT,900835084,Confección de prendas de vestir excepto prendas de piel,Comercio al por mayor de prendas de vestir,Comercio al por menor de productos textiles prendas de vestir y calzado en puestos de venta móviles,Comercio al por menor realizado a través de internet,MEDIANA,NORTE DE SANTANDER,CUCUTA,CALLE 17N NO.5-65,yerzonvillamizar@organizacionbless.com.co,VILLAMIZAR SANTIESTEBAN YERZON MAURICIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-03-01,OPERADORA MINERA EL DIAMANTE S.A.S.,NIT,900944526,Comercio al por mayor de combustibles sólidos líquidos gaseosos y productos conexos,Extracción de hulla (carbón de piedra),,,MEDIANA,CUNDINAMARCA,UBATE,CL 12 A NO. 3 D 18 P,operadoramineraeldiamante@hotmail.com,JOHAN LEONARDO CASTIBLANCO SABOYA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-12-04,CONSTRUCTORA EVSA S.A.S,NIT,901137253,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Construcción de otras obras de ingeniería civil,Transporte de carga por carretera,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,MEDIANA,META,VILLAVICENCIO,CL 31 17 87 CA 5 URB,figueroasayda02@gmail.com,FIGUEROA ROJAS SAYDA LILIANA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-23,AGREGADOS ORION S.A.S. EN REORGANIZACION,NIT,900347765,Transporte de carga por carretera,Extracción de piedra arena arcillas comunes yeso y anhidrita,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,MEDIANA,TOLIMA,IBAGUE,CC LA QUINTA LC 267 ,administracion@agregadosorion.com,CORONADO HERNANDEZ ANDRES ADOLFO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-11-11,INGENIA CONSTRUCCIONES S.A.S.,NIT,900909417,Construcción de edificios residenciales,Actividades de ingeniería y otras actividades conexas de consultoría técnica,,,MEDIANA,VALLE DEL CAUCA,CALI,CL 14 # 52 - 02,juanguillermourreacano@gmail.com,JUAN GUILLERMO URREA CANO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-06-15,JORGE ELIECER GAITAN - INGENIERIA CONSULTORIA Y VALORACION SAS,NIT,900980857,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,Otras actividades profesionales científicas y técnicas n.c.p.,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,MEDIANA,BOGOTA,BOGOTA D.C.,CR 13 NO. 29 41 MZ 1,info@jorgegaitanconsultoria.com,JORGE ELIECER GAITAN TORRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-10-26,PETROCENTRAL SAS,NIT,900902480,Comercio al por menor de combustible para automotores,Comercio al por menor de lubricantes (aceites grasas) aditivos y productos de limpieza para vehículos automotores,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 7 NO. 153 04,rodcardona@gmail.com,RODRIGO HERNAN CARDONA MARQUEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-16,PROYECCIONES EJECUTIVAS S A S,NIT,900954739,Actividades jurídicas,Actividades de compra de cartera o factoring,,,MEDIANA,BOGOTA,BOGOTA D.C.,KR 13 63 39 OF 907,proyeccionesejecutivas@gmail.com,LUZ ANGELA SANTOS ROCHA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-05-16,SINERGIA GLOBAL EN SALUD SAS,NIT,900363673,Actividades de la práctica médica sin internación,Actividades de apoyo diagnóstico,Otras actividades de atención de la salud humana,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,GRANDE,VALLE DEL CAUCA,CALI,KR 44 A # 9 C - 67,centronotificaciones@christus.co,ADRIANA VANESSA GUERRERO ROSERO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-10-05,OIGA TECHNOLOGIES S.A.S.,NIT,901015476,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,Actividades inmobiliarias realizadas con bienes propios o arrendados,,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 43 B 16  80 ,jb@oiga.com mp@oiga.com,MICHAEL ANTHONY PUSCAR
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-16,HL INFRAESTRUCTURA SAS,NIT,900839160,Actividades de ingeniería y otras actividades conexas de consultoría técnica,,,,GRANDE,BOGOTA,BOGOTA D.C.,CALLE 127A 53A-45 OF,hlisa@hlingenieros.com,CAMILO ARTURO MUÑOZ MOSQUERA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-02,MADEFRONT COLOMBIA S.A.S,NIT,900932664,Fabricación de muebles,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Fabricación de hojas de madera para enchapado fabricación de tableros contrachapados tableros laminados tableros de partículas y otros tableros y paneles,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,MEDIANA,NORTE DE SANTANDER,CUCUTA,CL 8N NRO. 3A-68,madefrontcolombiasas@gmail.com,AREVALO VERJEL ANA CECILIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-07-29,UROSALUD SERVICIOS UROLOGICOS S.A.S,NIT,900873393,Actividades de la práctica médica sin internación,,,,MEDIANA,HUILA,NEIVA,CL 8 NRO 47-169 CA 2,andre_pasol@yahoo.com,SOLANO AZUERO FERNANDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-12-04,SINALMIG COLOMBIA S.A.S EN LIQUIDACION,NIT,901136923,Publicidad,,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 72 A 23 F 36 Torr,anyeladiaz@qbisas.com,GUILHERME TEXEIRA E SILVA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-11-21,SILCOMPA COLOMBIA SAS,NIT,901133312,Comercio al por mayor de productos químicos básicos cauchos y plásticos en formas primarias y productos químicos de uso agropecuario,Comercio al por mayor no especializado,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 13 A NO. 86 A 74 ,gabrielsierra@sierra.com.co,GABRIEL GUILLERMO SIERRA RESTREPO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-29,COMERCIALIZADORA DEL CAFE S.A.S E.S.P.,NIT,830147341,Comercialización de energía eléctrica,,,,GRANDE,CUNDINAMARCA,VILLAPINZON,CALLE 2 NO. 4-13,info@energiadelcafe.com,MARTHA NELLY PEÑA PRIETO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-02-26,ANAVA INTERNATIONAL S.A.S,NIT,900828801,Transporte de carga marítimo y de cabotaje,Manipulación de carga,Almacenamiento y depósito,Actividades de aeropuertos servicios de navegación aérea y demás actividades conexas al transporte aéreo,GRANDE,BOLIVAR,CARTAGENA,KM 6 MAMONAL PARQUIA,legal@anava.com,LUZ ANDREA SANDOVAL JIMENEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-11-21,INVERSIONES P&T S.A.S,NIT,901133437,Comercio al por mayor de materias primas agropecuarias animales vivos,Comercio al por mayor de maquinaria y equipo agropecuarios,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,MEDIANA,BOLIVAR,ARJONA,CARRERA 47  NO. 55  ,agroarjo@gmail.com,GUSTAVO ADOLFO PEREZ GIRALDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-09-23,SANTANDER MEDICAL GROUP S.A.S,NIT,900786849,Otras actividades de atención de la salud humana,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,Actividades de apoyo diagnóstico,Actividades de hospitales y clínicas con internación,MEDIANA,SANTANDER,BUCARAMANGA,CARRERA 32 # 49 - 76,santandermedicalgsas@gmail.com,GONZALEZ GOMEZ JOAQUIN FERNANDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-02-18,SJ HERRERA GARZON S EN C S,NIT,900820933,Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general) bebidas (alcohólicas y no alcohólicas) y tabaco,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,Comercio al por menor de otros productos alimenticios n.c.p. en establecimientos especializados,Otros tipos de alojamiento para visitantes,MEDIANA,SAN ANDRES Y PROVIDENCIA,SAN ANDRES,AV DE LAS AMERICAS C,albina.secre@hotmail.com,GARZON ARCOS JACQUELINE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-06-08,COMERCIALIZADORA WORLD GREEN S.A.S,NIT,900982788,Recuperación de materiales,,,,MEDIANA,BOGOTA,BOGOTA D.C.,carrera 103 b # 17-5,comercializadoraworldgreen@gmail.com,INGRID JOHANNA RICAURTE AYALA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-06-22,VIBE ANDINA SAS,NIT,900860961,Comercio al por mayor de productos alimenticios,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 80 NO. 2 51 BG 16,mherrera@vibeandina.com,MIGUEL ANDRES HERRERA VARGAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-12,GASTROINVERSIONES VANEGAS S A S,NIT,901035108,Expendio a la mesa de comidas preparadas,Catering para eventos,Elaboración de comidas y platos preparados,Creación audiovisual,MEDIANA,BOGOTA,BOGOTA D.C.,Carrera 54 75 23,gastroinversionesvanegas@gmail.com,JUAN DIEGO VANEGAS LOZANO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-04-08,CONSTRUCCIONES URIBE S.A.S,NIT,900958193,Construcción de otras obras de ingeniería civil,Construcción de carreteras y vías de ferrocarril,Construcción de proyectos de servicio público,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 13 NO. 13 17 OF 9,obrajorge.uribe@hotmail.com,JORGE ELIECER URIBE GAVIRIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-25,GRABILITY S.A.S.,NIT,900945180,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),,,,MEDIANA,BOGOTA,BOGOTA D.C.,CARRERA 12  # 96 - 8,juanfernando@grability.com,JUAN FERNANDO VERGEZ MARTINEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-11-02,CONTRATISTAS INTEGRADOS EN CONSTRUCCION S.A.S,NIT,901128697,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,,,GRANDE,BOGOTA,BOGOTA D.C.,Carrera 15 A 124 60 ,gerencia@koinko.com.co,ELIZABETH  ROJAS PRADA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-11-28,CREDIBANCO S.A.,NIT,860032909,Otras actividades de servicio de apoyo a las empresas n.c.p.,Otros tipos de comercio al por menor no realizado en establecimientos puestos de venta o mercados,,,GRANDE,BOGOTA,BOGOTA D.C.,AK 68 # 75 A -50 MET,representantelegalcredibanco@credibanco.com,ADRIANA  ROJAS TAMAYO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2017-04-26,AUROPAQ SAS,NIT,901074742,Actividades de mensajería,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,,MEDIANA,BOGOTA,BOGOTA D.C.,AV CALLE 26 96J 66 O,adriana.laverde@auropaq.com,PEDRO MAURICIO TORRES TORRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-19,SERVICOMERCIAL DE TULUA S.A.S.,NIT,900941458,Construcción de otras obras de ingeniería civil,Actividades combinadas de servicios administrativos de oficina,Construcción de proyectos de servicio público,Comercio al por mayor de otros productos n.c.p.,MEDIANA,VALLE DEL CAUCA,TULUA,CL 25 32 A 31,sofibupe@hotmail.com,SIERRA MORENO MARIA CAMILA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-10-15,INCOMINERIA SAS,NIT,900899110,Construcción de otras obras de ingeniería civil,Extracción de piedra arena arcillas comunes yeso y anhidrita,Transporte de carga por carretera,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,GRANDE,BOGOTA,BOGOTA D.C.,CR 1 No.70 A - 36 AP,contactenos@incomineria.co,ALVARO JOSE GALLO MEJIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-01-21,ALAMBRES Y ACEROS S.A.S.,NIT,900811470,Industrias básicas de hierro y de acero,Fabricación de productos metálicos para uso estructural,Comercio al por mayor de metales y productos metalíferos,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,MEDIANA,ANTIOQUIA,ITAGUI,CR 42 NRO. 46 273,gerencia@alaceros.com.co,SABA GUIO ERVIN JAVIER
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-01-19,INDUSTRIAS HERRANCO SAS,NIT,900928366,Limpieza general interior de edificios,Otras actividades de limpieza de edificios e instalaciones industriales,Actividades de otros servicios de comidas,Otras actividades de provisión de talento humano,MEDIANA,TOLIMA,IBAGUE,CL 17 A N 7 29,industriaherranco@gmail.com,MARTINEZ CELIS MARIANA CAMILA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-04-04,CONERGIA S.A.S.,NIT,900433051,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,,,MEDIANA,CUNDINAMARCA,COTA,K1 VIA SIBERIA-COTA ,contabilidad@conergia.com.co,EDUARDO JOSE PACANINS NOUEL
